Коэффициенты текущей динамики																												
Date	CoefDyn Open Interest Total	CoefDyn Reportable Positions Net	CoefDyn Reportable Positions Long	CoefDyn Reportable Positions Short	CoefDyn Prod_Merc_Positions Total	CoefDyn Prod_Merc_Positions Net	CoefDyn Prod_Merc_Positions Long	CoefDyn Prod_Merc_Positions Short	CoefDyn Swap_Positions Total	CoefDyn Swap_Positions Net	CoefDyn Swap_Positions Long	CoefDyn Swap_Positions Short	CoefDyn Swap_Positions Spread	CoefDyn M_Money_Positions Total	CoefDyn M_Money_Positions Net	CoefDyn M_Money_Positions Long	CoefDyn M_Money_Positions Short	CoefDyn M_Money_Positions Spread	CoefDyn Other_Rept_Positions Total	CoefDyn Other_Rept_Positions Net	CoefDyn Other_Rept_Positions Long	CoefDyn Other_Rept_Positions Short	CoefDyn Other_Rept_Positions Spread	CoefDyn NonRept_Positions Total	CoefDyn NonRept_Positions Net	CoefDyn NonRept_Positions Long	CoefDyn NonRept_Positions Short	Net
18.12.2012	0,0000136	0,2076131	0,0107785	0,0027905	0,0693422	-0,1944776	0,3683050	-0,0221840	-0,0275911	-0,0129922	-0,0266699	-0,0881441	0,1064835	0,0210543	-2,0556316	-0,0380854	0,1640113	-0,1056645	-0,0196438	0,6248746	0,0164118	0,0389182	-0,1034115	-0,0598851	0,2076131	-0,1161945	-0,0202587	-14
24.12.2012	0,0174201	0,0145766	0,0241445	0,0246121	0,0501402	-0,0655482	0,1273183	0,0170767	0,0102144	0,0313189	0,0235356	-0,0143297	-0,0964778	0,0164467	0,8736147	-0,0480516	0,0356753	0,0998934	-0,0021649	1,2635802	-0,0318387	0,0431025	-0,0201769	-0,0476896	0,0145766	-0,0655991	-0,0363203	-8
31.12.2012	0,0173537	-0,0460062	0,0154759	0,0184512	0,0465203	-0,0064506	0,0758125	0,0326112	0,0129775	0,0198311	0,0144575	-0,0128953	0,0495986	0,0060484	0,4565819	-0,0267544	0,0526778	-0,0322667	0,0061142	-0,9168257	0,0861684	-0,0397467	-0,0206303	0,0216382	-0,0460062	0,0427641	0,0086346	-4
08.01.2013	0,0349393	-0,0421356	0,0307276	0,0340305	0,0504492	-0,0063033	0,0794328	0,0361108	-0,0167684	-0,0306792	-0,0183594	0,0464304	-0,1255312	0,0223240	-0,0550372	0,0100830	-0,0047252	0,1014978	0,0670930	-4,2491803	0,0588596	0,0120147	0,1357599	0,0609784	-0,0421356	0,0904402	0,0422301	-1
15.01.2013	-0,0254236	-0,2466795	-0,0347912	-0,0258937	0,0128334	-0,1677576	0,0977362	-0,0309247	-0,1481105	-0,2162054	-0,1866887	-0,0428992	0,1484109	-0,0142350	0,0533967	-0,0413016	-0,0208560	0,0403280	-0,0153972	9,3007064	0,1559383	-0,1633199	-0,0438444	0,0234587	-0,2466795	0,0912588	-0,0216822	-7
22.01.2013	-0,0026289	-0,0323237	-0,0009337	0,0000856	-0,0021043	-0,0298298	0,0077780	-0,0078737	-0,0344235	0,0133596	-0,0163435	-0,1348399	-0,0136256	0,0028279	0,1725545	-0,0337715	0,0141531	0,0337634	0,0050377	0,0174373	-0,0327758	-0,0543579	0,1011232	-0,0229321	-0,0323237	-0,0213049	-0,0241405	-7
29.01.2013	-0,0024572	0,0559838	-0,0039542	-0,0058376	-0,0241938	0,0871263	-0,0623913	-0,0015417	-0,0098189	-0,0264902	-0,0159972	0,0330340	-0,0237666	0,0061272	-0,2005330	0,0519793	-0,0158342	-0,0148196	0,0215235	0,3649143	0,0602223	-0,0806804	0,0546938	0,0204639	0,0559838	0,0143791	0,0249960	-8
05.02.2013	0,0215490	0,0742516	0,0244553	0,0227933	0,0026164	-0,1167650	0,0501122	-0,0238334	-0,0023064	0,0171415	0,0129542	-0,0054845	-0,1522236	0,1027803	0,4116667	0,1187671	0,1826647	-0,0642046	0,0095411	-0,0237726	0,0094765	0,0323049	-0,0048204	0,0022877	0,0742516	-0,0105460	0,0117474	-4
12.02.2013	0,0477447	0,1602032	0,0463576	0,0423667	-0,0355635	-0,1031884	-0,0129344	-0,0491199	0,0054366	-0,0022726	-0,0118459	-0,0549610	0,3504043	0,0455396	0,1263610	-0,0403205	0,0030829	0,2875871	0,0987849	-0,0228340	0,0141666	0,0381909	0,2304014	0,0792741	0,1602032	0,0636047	0,0905694	-1
19.02.2013	-0,0137982	0,0507602	-0,0119701	-0,0144177	-0,0438388	-0,1299019	-0,0176731	-0,0601104	0,0093307	0,0294552	0,0204353	-0,0224519	-0,0405343	-0,0153202	0,5228418	-0,1129292	0,0729701	-0,0495281	0,0657485	0,6207203	0,2159827	-0,0313630	-0,0146686	-0,0195182	0,0507602	-0,0343613	-0,0090831	-2
26.02.2013	-0,0643023	-0,0074883	-0,0673035	-0,0697916	-0,0862091	-0,2246420	-0,0489299	-0,1104385	0,0004371	0,0184890	0,0212641	0,0351596	-0,2523604	-0,0159967	-0,0323888	0,0311551	0,0047846	-0,1131603	-0,1621333	-0,6878679	-0,2783788	0,1403378	-0,1988752	-0,0255989	-0,0074883	-0,0297611	-0,0227474	0
05.03.2013	0,0190077	-0,0196279	0,0207112	0,0225016	-0,0018270	0,0434374	-0,0117644	0,0050784	-0,0142048	-0,0019344	-0,0066463	-0,0298602	-0,0780180	0,0363270	0,0290270	0,0396054	0,0353778	0,0340074	0,0529436	0,4429177	0,0437298	-0,0679977	0,1559989	-0,0036065	-0,0196279	0,0001600	-0,0061685	0
12.03.2013	0,0204670	0,0762643	0,0228559	0,0205831	0,0172648	0,1331793	-0,0096048	0,0356232	-0,0104277	-0,0229891	-0,0212429	-0,0123923	0,1453279	0,0186382	-0,0981431	0,0636672	-0,0006025	0,0006258	0,0780197	0,4049235	0,1345441	0,0173837	0,0652616	0,0089948	0,0762643	-0,0065072	0,0196061	0
19.03.2013	-0,0348655	-0,1013441	-0,0373267	-0,0344538	-0,0569475	0,2206772	-0,1305803	-0,0088356	0,0166647	0,0036724	0,0080913	0,0302474	0,0921253	-0,0298645	-0,1842397	0,0237308	-0,0508112	-0,0604555	-0,0423793	-0,0443467	0,0070457	0,0377977	-0,1375397	-0,0252508	-0,1013441	-0,0062545	-0,0379210	-3
26.03.2013	-0,0015003	-0,1303620	-0,0003934	0,0050351	0,0059051	0,1879197	-0,0618732	0,0447519	0,0114594	0,0051489	0,0076225	0,0197049	0,0383259	0,0044231	-0,3107039	0,0664048	-0,0497604	0,0303977	-0,0313634	-0,2943484	-0,0739311	0,0475220	-0,0406161	-0,0354030	-0,1303620	-0,0139654	-0,0501721	-5
02.04.2013	-0,0334192	0,2114062	-0,0374383	-0,0464318	-0,1654528	-0,0920445	-0,2000670	-0,1476385	0,0198350	0,0209945	0,0181773	0,0046125	0,0656001	-0,0220556	0,4871445	-0,0929635	0,0366622	-0,0298060	0,0340126	0,8165098	0,1372912	-0,1148244	0,0396858	0,0454982	0,2114062	0,0124647	0,0691236	0
09.04.2013	0,0058047	0,0688852	0,0102359	0,0075431	0,0515580	0,0764065	0,0382589	0,0579814	0,0126750	0,0473674	0,0215102	-0,1050215	0,1265621	-0,0214292	-0,2562510	0,0034116	-0,0798237	0,0726519	-0,0340418	-0,5273723	-0,1466022	0,1434401	-0,0201199	-0,0209014	0,0688852	-0,0422912	-0,0064141	0
16.04.2013	0,0010712	0,1553501	0,0073141	0,0001035	0,0422381	-0,1464630	0,1469427	-0,0073911	0,0139220	-0,0053844	-0,0080841	-0,0235447	0,2696546	-0,0131084	0,1536460	-0,0229738	0,0227869	-0,0686795	-0,0146549	-0,2104870	-0,0161050	0,0450963	-0,0597938	-0,0229880	0,1553501	-0,0704054	0,0079680	0
23.04.2013	-0,0219605	-0,0461694	-0,0265772	-0,0254748	-0,0039349	0,0347874	-0,0199244	0,0048223	-0,0206561	-0,0270583	-0,0053335	0,1213914	-0,2822798	-0,0168413	-0,1622945	0,0180735	-0,0346374	-0,0316047	-0,0186132	-0,2615555	0,0134586	0,0788713	-0,1376078	0,0150768	-0,0461694	0,0353159	0,0028912	0
30.04.2013	-0,0564203	-0,1959310	-0,0580660	-0,0504732	-0,0254153	0,2927895	-0,1641454	0,0486944	-0,0427305	0,0092378	-0,0048170	-0,0759481	-0,3683824	-0,0386616	-0,6733855	0,0654864	-0,1218883	-0,0269769	-0,0798566	-1,4830164	-0,0898187	0,1369944	-0,3026003	-0,0742641	-0,1959310	-0,0372230	-0,0972868	-3
07.05.2013	0,0142502	0,1497182	0,0223226	0,0163811	0,0145264	-0,0672050	0,0696389	-0,0089394	0,0104924	0,0259052	0,0188705	-0,0200139	-0,0481180	-0,0241518	0,5524946	-0,0657652	-0,0074478	0,0161515	0,1226073	0,0707651	0,0762380	0,0758595	0,2816711	-0,0317362	0,1497182	-0,0778730	-0,0011521	0
14.05.2013	-0,0230162	-0,1751760	-0,0286902	-0,0209621	-0,0680336	-0,0541632	-0,0761900	-0,0642854	0,0060132	-0,0020894	0,0027124	0,0304978	0,0008153	0,0013394	0,4612268	-0,0069041	0,0621631	-0,0995843	0,0060367	0,1425031	0,0382278	0,0454054	-0,0969431	-0,0051343	-0,1751760	0,0487716	-0,0381238	0
21.05.2013	0,0268754	0,3401619	0,0279528	0,0140763	-0,0492880	-0,3768656	0,1479350	-0,1387669	0,0075311	0,0162783	0,0117644	-0,0135292	-0,0101833	0,0751114	1,2262861	-0,0504907	0,2086560	0,0011167	0,0076606	-1,5289226	0,0005882	-0,1144714	0,2288667	0,0792914	0,3401619	0,0142506	0,1226911	0
28.05.2013	0,0038240	-0,1060577	0,0000209	0,0062518	0,0261771	0,2143322	-0,0353156	0,0633634	0,0120686	0,0110619	0,0118254	0,0162327	0,0056241	-0,0058036	-0,1553957	0,0196187	-0,0458122	0,0585623	-0,0163677	-1,2235133	0,0069953	0,0622850	-0,1440475	0,0105686	-0,1060577	0,0489897	-0,0125923	0
04.06.2013	0,0304157	0,0425902	0,0357118	0,0353528	0,1327111	0,1850829	0,1111656	0,1445312	-0,0180264	-0,0074897	-0,0124298	-0,0408034	-0,0567453	-0,0032982	-0,4749167	0,1262246	-0,0727075	-0,0448457	0,0535984	23,6605505	-0,1128105	0,1119463	0,2173179	-0,0137321	0,0425902	-0,0295442	-0,0036057	0
11.06.2013	-0,0231555	0,0446469	-0,0235126	-0,0270942	-0,0799109	0,0122354	-0,1203412	-0,0583770	0,0037375	0,0326450	0,0159110	-0,0835394	0,0109906	-0,0048483	0,0140913	-0,0169507	-0,0111338	0,0328425	-0,0518589	0,2017609	-0,1111988	-0,0455798	0,0051851	-0,0041289	0,0446469	-0,0188403	0,0050472	0
18.06.2013	0,0066829	0,0829093	0,0083825	0,0041776	0,0113939	-0,1252297	0,0803739	-0,0229283	0,0238283	0,0583542	0,0421621	-0,0662669	-0,0978401	0,0144162	0,6735746	-0,0297038	0,1054433	-0,1095682	-0,0075068	-0,1793417	-0,0222461	-0,0637208	0,0819166	0,0097408	0,0829093	-0,0137558	0,0240482	0
25.06.2013	-0,0769448	-0,0936102	-0,0818683	-0,0811539	-0,0813908	0,2173008	-0,2034976	-0,0142109	-0,0907625	-0,0524882	-0,0727706	-0,2267180	-0,1366735	-0,0450493	-0,3949726	0,0321467	-0,0921150	-0,0663698	-0,1245390	-0,2197913	-0,0570509	-0,0947102	-0,2188161	-0,0365342	-0,0936102	-0,0164090	-0,0483364	0
02.07.2013	0,0653778	0,6021919	0,0762707	0,0447045	0,0517215	-0,4705023	0,3779971	-0,0933181	-0,0129822	0,0005358	-0,0070959	-0,0780731	-0,0031221	0,0822528	1,3772695	-0,0765025	0,2053542	0,0954264	0,1183044	-1,7864625	0,3554681	-0,0717064	0,1184991	0,1026684	0,6021919	-0,0596407	0,2010462	0
09.07.2013	-0,0249194	-0,4935601	-0,0279411	0,0149190	-0,0483194	0,3702866	-0,1488156	0,0195766	-0,0089286	-0,0020083	-0,0044260	-0,0288288	-0,0703758	0,0296482	0,0055545	0,0194296	0,0141240	0,0945797	-0,0478870	-0,5950820	-0,0621409	0,0279067	-0,1135150	-0,1663666	-0,4935601	0,0147726	-0,2523274	0
16.07.2013	-0,0028366	0,3285471	-0,0035884	-0,0188441	-0,0308615	0,0866248	-0,0762681	-0,0052510	0,0011487	0,0037295	0,0028224	-0,0065863	-0,0229885	0,0009501	-0,2851253	0,1058021	-0,0424178	-0,0589169	-0,0143566	-2,7469636	-0,1183679	0,0565885	0,0371061	0,0763132	0,3285471	0,0066232	0,1211997	-1
23.07.2013	0,0038152	-0,0321945	0,0025072	0,0046655	-0,0871865	-0,2292961	-0,0225781	-0,1210257	0,0157170	0,0112450	0,0143000	0,0463162	-0,0154158	0,0422223	0,3597704	0,0035953	0,1044109	-0,0544814	0,0390342	0,1604867	0,0008597	0,0184264	0,1105956	0,0061308	-0,0321945	0,0201062	-0,0019507	-1
30.07.2013	0,0015282	-0,0826669	-0,0027390	0,0020498	0,0030253	0,1464800	-0,0484010	0,0329771	-0,0035310	-0,0418715	-0,0226874	0,1716198	0,0842604	0,0013806	-0,1624995	0,0526944	-0,0223000	-0,0305473	0,0169101	-0,1802297	0,0603078	0,0301446	-0,0446351	0,0186940	-0,0826669	0,0537603	-0,0020319	-2
06.08.2013	0,0092243	-0,1016197	0,0100983	0,0162259	0,0690361	-0,0021875	0,0997976	0,0525314	-0,0011835	0,0059225	0,0019776	-0,0306977	-0,0007600	0,0234600	0,1848693	0,0131484	0,0644111	-0,0878882	-0,0106234	-1,4972594	0,1089283	-0,0513537	-0,0973409	-0,0242132	-0,1016197	-0,0009010	-0,0387621	-2
13.08.2013	0,0249000	0,1483119	0,0259640	0,0200316	0,0060144	-0,1591616	0,0707386	-0,0302721	0,0072239	-0,0249767	-0,0179678	0,0422790	0,5073208	0,0207112	-0,0157886	0,0349229	0,0180711	-0,0056835	0,0144968	-1,5750153	-0,1024595	-0,0254332	0,2365803	0,0413934	0,1483119	0,0124394	0,0601751	0
20.08.2013	-0,0345282	-0,0616531	-0,0336304	-0,0321007	0,0357143	-0,1033575	0,0785087	0,0092232	-0,0516715	-0,0323488	-0,0322901	-0,0318178	-0,3780749	-0,0233693	-0,0239382	-0,0166214	-0,0189720	-0,0587925	-0,0605806	3,0031949	-0,0396120	0,0542975	-0,2057526	-0,0490536	-0,0616531	-0,0451837	-0,0514509	0
27.08.2013	-0,0865952	-0,1331664	-0,0912950	-0,0890792	-0,0698419	0,4318013	-0,1981752	0,0150541	-0,0011060	0,0135368	0,0129265	0,0080212	-0,3551724	-0,0841706	-0,2555352	-0,0174924	-0,0935778	-0,2320609	-0,1164053	0,3580740	-0,0089696	0,0340431	-0,4660298	-0,0540303	-0,1331664	-0,0301432	-0,0689254	-2
03.09.2013	-0,0304891	0,0400197	-0,0256414	-0,0289480	-0,0925011	-0,1265128	-0,0769639	-0,1006203	0,0104591	0,0115013	0,0080738	-0,0196230	0,2211387	0,0027889	0,2528525	-0,0337347	0,0414996	-0,0543732	-0,0553174	-0,4280118	-0,0137543	-0,0775121	-0,0911209	-0,0584747	0,0400197	-0,0850471	-0,0412151	0
10.09.2013	-0,0092803	-0,0218702	-0,0065337	-0,0057065	-0,0492499	-0,0509596	-0,0485108	-0,0496463	0,0240926	0,0409168	0,0319605	-0,0427108	0,0023184	-0,0117871	0,1532264	-0,0334166	0,0255237	-0,1321489	0,0711292	0,0458904	0,0642387	0,0624877	0,1127999	-0,0374275	-0,0218702	-0,0421984	-0,0344704	0
17.09.2013	0,0036522	0,1014624	0,0035928	-0,0015999	-0,0014837	-0,0413219	0,0156941	-0,0107073	0,0160068	0,0206667	0,0176893	-0,0093019	0,0421485	-0,0074022	0,0971420	-0,0327517	0,0133755	-0,0353923	0,0109552	-0,8703340	0,0523832	-0,0342971	0,0315945	0,0275408	0,1014624	0,0043906	0,0417753	-1
24.09.2013	0,0106387	-0,0599111	0,0052121	0,0090241	0,0611178	0,4743416	-0,1070572	0,1538291	0,0005408	0,0237178	0,0125121	-0,0921479	-0,0917386	-0,0199257	-0,3177587	0,0694905	-0,0793949	0,0094835	-0,0007073	8,0328283	-0,0786477	0,0236662	0,1309619	0,0427776	-0,0599111	0,0780449	0,0218707	-3
01.10.2013	-0,0092043	-0,1032973	-0,0153471	-0,0105507	0,1571050	0,5866539	-0,1315395	0,2802499	-0,0109526	-0,0077517	-0,0109844	-0,0450302	0,0912300	-0,1382367	-1,0239833	0,0029711	-0,2896309	0,1669555	0,0436170	1,7984344	-0,0252442	0,1777335	-0,1216502	0,0238604	-0,1032973	0,0619429	0,0000437	-5
08.10.2013	0,0264786	0,0484217	0,0283557	0,0273640	0,0805295	0,1578513	-0,0143964	0,1080017	-0,0072555	-0,0121213	-0,0086829	0,0289438	-0,0569793	-0,0108429	19,5689085	0,0768948	-0,1106079	0,0303646	0,0678226	0,1458541	0,0304957	0,0610040	0,1719791	0,0148181	0,0484217	0,0063202	0,0204617	-8
15.10.2013	0,0023438	0,0127258	0,0076274	0,0073703	0,0586490	-0,0107632	0,1587570	0,0328775	-0,0057295	-0,0118002	-0,0083299	0,0281297	-0,0168865	-0,0248049	0,0844232	-0,0117836	-0,0331867	-0,0487749	0,0012823	0,1008718	-0,0515529	-0,0080181	0,1307118	-0,0413846	0,0127258	-0,0556410	-0,0320480	-6
22.10.2013	0,0218571	-0,1287238	0,0095694	0,0165815	-0,0083293	0,0500905	-0,0802579	0,0124445	0,0135940	0,0039026	0,0045795	0,0114151	0,3164251	0,0012291	0,3639958	0,0430178	-0,0370763	-0,0437400	0,0645586	0,3763364	-0,0345829	0,0956648	0,1529234	0,1008723	-0,1287238	0,1657430	0,0594237	-10
29.10.2013	-0,0287613	0,4415365	-0,0260304	-0,0463497	-0,1078420	-0,1509161	-0,0472915	-0,1237285	-0,0188382	-0,0090975	-0,0157237	-0,0821390	0,0470948	0,0211344	-0,5093676	-0,0558085	0,1045088	0,0887295	-0,0770580	-0,2915012	-0,0073090	-0,1204637	-0,0737821	0,0303714	0,4415365	-0,0564552	0,0914162	-5
05.11.2013	0,0022874	0,2457784	0,0106255	-0,0048218	-0,0544539	-0,3429167	0,3069413	-0,1575428	-0,0102849	-0,0168739	-0,0186992	-0,0384503	0,2443536	0,0456984	-2,4323805	-0,1407165	0,2191026	0,1853242	-0,0375432	-0,6839925	0,1081796	-0,1458974	-0,0171348	-0,0043095	0,2457784	-0,0849945	0,0447316	-2
12.11.2013	0,1045296	-0,0820732	0,1078285	0,1234444	0,0751923	-0,3980565	0,3732814	-0,0567198	0,0100957	-0,0104669	-0,0122494	-0,0319700	0,4905336	0,1960045	1,5269427	0,0429610	0,3167272	0,2098869	0,0765852	-1,2066307	0,1459617	-0,0145476	0,1333487	0,0210789	-0,0820732	0,0663890	-0,0030413	-1
19.11.2013	0,0243979	-0,1928642	0,0268026	0,0415618	0,0174103	-0,1081767	0,0520838	-0,0049282	-0,0007694	-0,0144713	-0,0158083	-0,0309289	0,2147806	0,0357855	0,2043261	-0,0019460	0,0710823	-0,0045933	0,1173863	3,8992537	0,1934714	0,1012627	0,0155860	-0,0561703	-0,1928642	-0,0044860	-0,0855998	-1
26.11.2013	-0,0512414	-0,1060702	-0,0544015	-0,0517113	-0,1224274	-0,2417304	-0,0945063	-0,1414463	-0,0968203	-0,0530534	-0,0705489	-0,2717732	-0,2194089	0,0533250	0,1314006	0,0419216	0,0775415	-0,0156946	-0,1423837	0,9080985	-0,0816487	-0,1912095	-0,1756357	-0,0341422	-0,1060702	-0,0120923	-0,0478114	-1
03.12.2013	-0,0131386	0,1158760	-0,0059028	-0,0118800	0,0003544	-0,0162824	0,0036150	-0,0019880	-0,0221414	-0,0346485	-0,0276446	0,0771059	-0,0306653	-0,0230115	-0,0253396	-0,0277052	-0,0267164	0,0050151	0,0270754	0,4465141	0,0629270	-0,0372481	0,0605342	-0,0522915	0,1158760	-0,0989400	-0,0222884	-2
10.12.2013	0,0042232	0,0683276	0,0021408	-0,0015278	-0,0075738	-0,4843193	0,0840080	-0,0737363	-0,0131522	-0,0236160	-0,0219956	-0,0002759	0,0816583	0,0090678	0,0515819	-0,0227647	0,0083546	0,0901201	-0,0409102	-0,4354305	-0,1030067	0,0274289	-0,0121042	0,0408913	0,0683276	0,0314662	0,0464780	3
17.12.2013	0,0228581	-0,0172174	0,0208702	0,0231290	0,0095311	-0,4928807	0,0554437	-0,0292867	-0,0049053	-0,0859461	-0,0568181	0,3245033	0,3028191	0,0128941	0,0162483	-0,0016866	0,0061422	0,0712757	0,0384333	0,4550342	0,0554239	-0,0307363	0,1186342	0,0309774	-0,0172174	0,0481251	0,0209588	5
24.12.2013	0,0175586	0,0041400	0,0208762	0,0218296	0,0120299	-0,4709708	0,0332377	-0,0074657	0,0095799	-0,0591376	-0,0242915	0,2905208	0,0554340	0,0099030	-0,0355859	0,0412037	0,0073473	-0,0448434	0,0940982	-0,0260889	0,0649984	0,0944805	0,1487230	-0,0165957	0,0041400	-0,0235136	-0,0124465	8
31.12.2013	0,0177084	-0,1607421	0,0136364	0,0233982	0,0462490	-0,6209895	0,0612495	0,0318939	-0,0084421	-0,0202571	-0,0116821	0,0447978	-0,0357061	0,0036866	0,0487514	-0,0240553	0,0066769	0,0540725	0,0359433	-0,0396643	0,0209008	0,0383444	0,0591080	0,0113661	-0,1607421	0,0704109	-0,0236517	8
07.01.2014	0,0048138	0,0727894	-0,0003077	-0,0036634	-0,0183498	0,0158228	-0,0186242	-0,0180797	0,0130750	-0,0048532	0,0073096	0,0824320	-0,0157668	0,0049703	0,0201009	0,0012609	0,0095458	-0,0042441	0,0067086	0,3635819	0,0687971	-0,0097264	-0,0765030	0,0686875	0,0727894	0,0675841	0,0694049	8
14.01.2014	0,0226666	0,0372480	0,0238235	0,0231599	-0,0445045	7,0771028	-0,1036907	0,0137140	0,0242284	-0,0057441	0,0066901	0,0772964	0,0968447	-0,0055639	-0,2141055	0,0669423	-0,0579406	0,0396572	0,0938617	-0,4524144	-0,0883067	0,0452452	0,5208372	0,0153166	0,0372480	0,0093887	0,0191644	11
21.01.2014	0,0279300	-0,0137289	0,0303755	0,0325856	0,0556873	-0,0841770	0,0661621	0,0465771	0,0109241	-0,0039189	-0,0003079	0,0186167	0,0804013	-0,0159175	0,0010462	-0,0220491	-0,0134879	-0,0110735	0,1130201	-0,1216931	0,0572167	0,0915953	0,1997448	-0,0034057	-0,0137289	-0,0005383	-0,0052490	13
28.01.2014	0,0238406	-0,2170970	0,0240817	0,0356255	0,1380443	-0,3575490	0,1699268	0,1097962	-0,0210484	-0,0077037	-0,0063504	0,0005854	-0,1382536	0,0360640	0,1146420	-0,0120154	0,0356267	0,1389659	-0,0394019	-0,0536692	0,0109511	0,0209421	-0,1457004	-0,0302625	-0,2170970	0,0209468	-0,0633396	13
04.02.2014	-0,0154195	-0,2317668	-0,0207057	-0,0130687	0,0185651	2,8046542	-0,0798597	0,1104947	0,0352125	0,0639629	0,0420648	-0,0692278	0,1117097	-0,0227345	-0,1315672	0,0449381	-0,0265198	-0,1349277	-0,0419887	0,0983796	0,0030708	-0,0105880	-0,1308910	-0,0004117	-0,2317668	0,0482150	-0,0346471	11
11.02.2014	-0,0006484	0,0732438	0,0013550	-0,0006698	-0,0027889	0,3946416	-0,0608429	0,0421394	0,0051408	0,0180196	0,0052612	-0,0688596	0,0798176	-0,0511822	-0,1919593	-0,0097660	-0,0755672	-0,0583554	0,0819731	-0,3547594	-0,0126555	0,0417714	0,2649205	-0,0103097	0,0732438	-0,0231804	-0,0004703	11
18.02.2014	-0,0339400	-0,2017759	-0,0373880	-0,0324154	-0,0710188	0,6013960	-0,2168775	0,0307074	0,0348922	0,0422384	0,0336465	-0,0209255	0,0920671	-0,0458101	-0,1850896	-0,0494891	-0,0922967	0,1206411	-0,0618291	1,4523680	0,0488537	-0,0894462	-0,1562955	-0,0242371	-0,2017759	0,0058110	-0,0466862	2
25.02.2014	-0,1101746	0,3103083	-0,1141060	-0,1246970	-0,1110216	0,0459402	-0,1806454	-0,0741278	-0,0459066	-0,0336834	-0,0307253	-0,0107247	-0,1666163	-0,1177194	-0,4343875	-0,0645080	-0,1693380	-0,0806102	-0,2102899	-0,8154273	-0,2765363	-0,1335199	-0,2026332	-0,0221419	0,3103083	-0,0667957	0,0130564	2
04.03.2014	-0,0789966	-0,0803687	-0,0824011	-0,0824771	-0,0845955	0,1961941	-0,2435892	-0,0100372	-0,0065008	-0,0241177	-0,0065985	0,1091064	-0,1140682	-0,0898908	-0,6831425	-0,0081657	-0,1384251	-0,1331903	-0,0803052	-1,3235117	-0,0319820	0,0410307	-0,2835444	-0,0492123	-0,0803687	-0,0433364	-0,0534789	-9
11.03.2014	-0,0166887	-0,4286091	-0,0356367	-0,0209231	0,0625337	0,2770841	-0,1295862	0,1313715	-0,0383574	-0,0073408	-0,0253495	-0,1300007	-0,0347876	-0,0691267	-2,7691115	0,0458438	-0,1539410	-0,1234739	-0,0231718	7,7081784	-0,0997142	0,0374543	0,0017900	0,0812419	-0,4286091	0,1736746	0,0134057	-13
18.03.2014	0,0119006	0,1924912	0,0194227	0,0156410	0,0674206	0,1220684	-0,0043769	0,0872124	-0,0259603	0,0757788	0,0413744	-0,1867426	-0,3989993	-0,0281407	1,2295556	0,0310691	-0,1467910	0,0926604	0,1221765	1,9050160	-0,0231854	0,2611501	0,0954827	-0,0305118	0,1924912	-0,0501942	-0,0137824	-15
25.03.2014	0,0458941	0,2129032	0,0520584	0,0479318	0,0543334	0,0808735	0,0150362	0,0642536	0,0277620	-0,0065254	0,0095943	0,1509769	0,1054043	0,0404126	0,5710579	0,0891464	-0,0977391	0,1717344	0,0406292	0,3510654	-0,0405926	0,0924428	0,0443448	0,0133869	0,2129032	-0,0087220	0,0314848	-17
01.04.2014	0,0192863	0,1925532	0,0279150	0,0230261	0,0390733	-0,0097335	0,1160280	0,0205454	0,0088478	-0,0481297	-0,0352216	0,0625000	0,4913199	-0,0214480	0,2261342	0,0144132	-0,1285526	0,0459876	0,0689497	0,2150859	0,0188702	0,1012976	0,0618869	-0,0314755	0,1925532	-0,0618509	-0,0075799	-17
08.04.2014	0,0262914	-0,3975914	0,0197491	0,0341956	-0,0008850	0,0156683	-0,0240439	0,0052125	0,0148770	-0,0014515	0,0006117	0,0146050	0,1329282	0,0033586	-0,0398367	0,0027940	0,0432970	-0,0430391	0,0905078	0,0368796	0,0159301	0,0256400	0,3228846	0,0214689	-0,3975914	0,0936962	-0,0322433	-17
15.04.2014	-0,0175937	0,0718199	-0,0169198	-0,0187091	0,0207134	-0,0193451	0,0790376	0,0058042	0,0211748	0,0173952	0,0255116	0,0796882	-0,0660320	-0,0392960	-0,0917999	-0,0457786	-0,0055383	-0,0674380	-0,0226988	-0,0599560	0,0656898	0,0068161	-0,1540894	-0,0157536	0,0718199	-0,0240673	-0,0087665	-20
22.04.2014	-0,0089638	0,6700746	0,0050314	-0,0096151	-0,0201379	-0,0813287	0,0608310	-0,0423428	0,0044514	0,0029277	0,0037891	0,0092074	0,0045300	-0,0316296	-0,2147254	-0,0658783	0,0529817	-0,0635934	0,0461680	-0,2624208	0,0949609	-0,0613913	0,2099643	-0,0674928	0,6700746	-0,1443923	-0,0038618	-19
29.04.2014	-0,0292204	-0,1010920	-0,0365277	-0,0341300	0,0544470	0,2193994	-0,1345718	0,1118682	0,0128725	0,0008991	0,0302188	0,2134881	-0,3472379	0,0136026	0,3932467	0,0958976	-0,0811799	-0,0434361	-0,2065480	-0,3412190	-0,1258317	-0,1998801	-0,3011304	0,0276418	-0,1010920	0,0538402	0,0090219	-22
